simulação,mês,faturamento mensal
4214,Mês 05,80650.35
4215,Mês 05,82967.75
4216,Mês 05,75660.91
4217,Mês 05,86582.25
4218,Mês 05,87978.58
4219,Mês 05,102243.93
4220,Mês 05,86548.31
4221,Mês 05,74109.37
4222,Mês 05,70819.09
4223,Mês 05,79045.31
4224,Mês 05,81609.41
4225,Mês 05,88803.03
4226,Mês 05,81374.34
4227,Mês 05,84829.93
4228,Mês 05,72489.08
4229,Mês 05,74289.60
4230,Mês 05,83126.50
4231,Mês 05,75396.81
4232,Mês 05,86305.90
4233,Mês 05,80914.86
4234,Mês 05,75853.28
4235,Mês 05,81427.81
4236,Mês 05,88794.90
4237,Mês 05,88361.84
4238,Mês 05,62041.80
4239,Mês 05,82334.98
4240,Mês 05,68885.12
4241,Mês 05,72423.22
4242,Mês 05,91027.93
4243,Mês 05,71610.97
4244,Mês 05,87725.40
4245,Mês 05,72447.51
4246,Mês 05,82889.38
4247,Mês 05,79072.91
4248,Mês 05,83041.60
4249,Mês 05,69991.01
4250,Mês 05,78224.23
4251,Mês 05,91447.10
4252,Mês 05,87830.63
4253,Mês 05,62180.98
4254,Mês 05,85700.66
4255,Mês 05,68865.12
4256,Mês 05,88302.08
4257,Mês 05,89239.00
4258,Mês 05,87895.00
4259,Mês 05,77620.52
4260,Mês 05,93489.96
4261,Mês 05,78618.62
4262,Mês 05,69330.11
4263,Mês 05,74477.58
4264,Mês 05,75613.16
4265,Mês 05,72979.89
4266,Mês 05,93342.06
4267,Mês 05,74526.53
4268,Mês 05,76130.17
4269,Mês 05,79484.85
4270,Mês 05,68333.10
4271,Mês 05,79021.04
4272,Mês 05,81857.05
4273,Mês 05,62580.98
4274,Mês 05,75867.03
4275,Mês 05,98423.10
4276,Mês 05,80253.10
4277,Mês 05,75265.44
4278,Mês 05,79594.00
4279,Mês 05,68025.50
4280,Mês 05,73479.55
4281,Mês 05,72853.20
4282,Mês 05,73198.10
4283,Mês 05,79547.62
4284,Mês 05,91059.71
4285,Mês 05,80768.47
4286,Mês 05,78024.78
4287,Mês 05,86281.64
4288,Mês 05,74506.95
4289,Mês 05,84913.83
4290,Mês 05,86900.68
4291,Mês 05,83309.37
4292,Mês 05,83762.93
4293,Mês 05,99477.95
4294,Mês 05,82605.54
4295,Mês 05,72318.51
4296,Mês 05,82108.73
4297,Mês 05,79660.26
4298,Mês 05,91698.17
4299,Mês 05,90495.60
4300,Mês 05,76527.86
4301,Mês 05,84433.44
4302,Mês 05,78527.93
4303,Mês 05,78567.02
4304,Mês 05,82702.66
4305,Mês 05,70364.23
4306,Mês 05,75255.69
4307,Mês 05,82499.71
4308,Mês 05,76954.68
4309,Mês 05,96807.70
4310,Mês 05,77725.34
4311,Mês 05,76362.02
4312,Mês 05,68068.93
4313,Mês 05,77396.51
4314,Mês 05,77732.23
4315,Mês 05,63978.65
4316,Mês 05,96728.35
4317,Mês 05,79963.25
4318,Mês 05,80052.65
4319,Mês 05,74499.63
4320,Mês 05,80672.67
4321,Mês 05,65702.34
4322,Mês 05,73409.34
4323,Mês 05,82676.05
4324,Mês 05,91720.13
4325,Mês 05,79850.08
4326,Mês 05,88903.20
4327,Mês 05,91381.20
4328,Mês 05,77640.82
4329,Mês 05,88586.60
4330,Mês 05,78514.22
4331,Mês 05,77477.64
4332,Mês 05,75739.17
4333,Mês 05,79923.86
4334,Mês 05,96190.76
4335,Mês 05,86257.88
4336,Mês 05,85838.22
4337,Mês 05,65030.08
4338,Mês 05,76338.49
4339,Mês 05,91237.44
4340,Mês 05,78203.44
4341,Mês 05,84578.12
4342,Mês 05,84254.04
4343,Mês 05,76974.27
4344,Mês 05,85284.48
4345,Mês 05,78667.63
4346,Mês 05,72761.33
4347,Mês 05,79692.72
4348,Mês 05,71890.50
4349,Mês 05,93997.02
4350,Mês 05,63623.97
4351,Mês 05,85352.55
4352,Mês 05,63977.93
4353,Mês 05,73806.57
4354,Mês 05,71012.45
4355,Mês 05,74649.28
4356,Mês 05,74693.95
4357,Mês 05,93990.19
4358,Mês 05,84481.91
4359,Mês 05,67210.35
4360,Mês 05,87609.84
4361,Mês 05,84263.51
4362,Mês 05,77113.99
4363,Mês 05,79273.59
4364,Mês 05,77786.25
4365,Mês 05,74071.39
4366,Mês 05,85097.33
4367,Mês 05,94001.65
4368,Mês 05,72244.11
4369,Mês 05,82609.20
4370,Mês 05,75228.70
4371,Mês 05,85485.07
4372,Mês 05,78351.73
4373,Mês 05,75743.12
4374,Mês 05,94561.42
4375,Mês 05,83380.50
4376,Mês 05,88618.77
4377,Mês 05,72491.78
4378,Mês 05,80507.22
4379,Mês 05,73906.66
4380,Mês 05,78420.70
4381,Mês 05,72570.99
4382,Mês 05,72514.42
4383,Mês 05,74352.26
4384,Mês 05,88600.92
4385,Mês 05,67919.95
4386,Mês 05,81984.45
4387,Mês 05,92130.84
4388,Mês 05,68926.10
4389,Mês 05,71994.67
4390,Mês 05,88578.61
4391,Mês 05,84581.60
4392,Mês 05,68245.45
4393,Mês 05,77137.65
4394,Mês 05,80928.11
4395,Mês 05,90167.03
4396,Mês 05,72423.69
4397,Mês 05,68431.71
4398,Mês 05,82594.43
4399,Mês 05,87434.94
4400,Mês 05,79486.97
4401,Mês 05,70500.02
4402,Mês 05,79641.95
4403,Mês 05,68429.51
4404,Mês 05,91610.53
4405,Mês 05,70786.98
4406,Mês 05,90547.14
4407,Mês 05,77729.58
4408,Mês 05,67422.30
4409,Mês 05,62266.62
4410,Mês 05,96191.92
4411,Mês 05,91352.36
4412,Mês 05,85256.58
4413,Mês 05,70022.18
4414,Mês 05,74380.76
4415,Mês 05,76383.38
4416,Mês 05,85230.19
4417,Mês 05,90573.04
4418,Mês 05,90733.52
4419,Mês 05,84340.26
4420,Mês 05,95709.51
4421,Mês 05,81408.27
4422,Mês 05,70260.79
4423,Mês 05,88894.55
4424,Mês 05,83112.41
4425,Mês 05,83936.69
4426,Mês 05,70919.09
4427,Mês 05,67236.07
4428,Mês 05,94917.95
4429,Mês 05,79639.62
4430,Mês 05,95762.79
4431,Mês 05,78403.26
4432,Mês 05,77954.01
4433,Mês 05,70831.12
4434,Mês 05,82909.81
4435,Mês 05,75949.01
4436,Mês 05,95124.02
4437,Mês 05,89454.54
4438,Mês 05,76416.67
4439,Mês 05,82375.96
4440,Mês 05,83505.60
4441,Mês 05,83425.29
4442,Mês 05,97636.12
4443,Mês 05,66246.35
4444,Mês 05,91532.77
4445,Mês 05,77268.29
4446,Mês 05,72012.69
4447,Mês 05,75738.61
4448,Mês 05,81688.87
4449,Mês 05,86328.71
4450,Mês 05,102047.09
4451,Mês 05,87661.23
4452,Mês 05,73909.18
4453,Mês 05,85618.22
4454,Mês 05,85835.03
4455,Mês 05,81585.83
4456,Mês 05,82589.50
4457,Mês 05,78775.08
4458,Mês 05,91925.20
4459,Mês 05,56831.14
4460,Mês 05,83492.80
4461,Mês 05,76606.22
4462,Mês 05,70575.91
4463,Mês 05,69521.67
4464,Mês 05,85660.78
4465,Mês 05,81745.97
4466,Mês 05,90183.08
4467,Mês 05,58216.55
4468,Mês 05,73564.32
4469,Mês 05,78184.24
4470,Mês 05,77352.01
4471,Mês 05,71979.40
4472,Mês 05,81339.13
4473,Mês 05,69657.85
4474,Mês 05,79841.93
4475,Mês 05,76652.67
4476,Mês 05,76517.38
4477,Mês 05,65504.62
4478,Mês 05,74061.50
4479,Mês 05,74830.93
4480,Mês 05,82001.30
4481,Mês 05,72435.99
4482,Mês 05,73053.88
4483,Mês 05,88503.80
4484,Mês 05,81462.72
4485,Mês 05,91023.34
4486,Mês 05,74450.11
4487,Mês 05,64794.42
4488,Mês 05,73606.42
4489,Mês 05,80352.21
4490,Mês 05,95178.78
4491,Mês 05,77021.59
4492,Mês 05,79900.48
4493,Mês 05,67810.90
4494,Mês 05,101899.28
4495,Mês 05,79169.30
4496,Mês 05,85210.63
4497,Mês 05,84294.00
4498,Mês 05,78898.09
4499,Mês 05,75941.58
4500,Mês 05,92291.58
4501,Mês 05,71486.65
4502,Mês 05,85366.50
4503,Mês 05,91157.49
4504,Mês 05,77628.37
4505,Mês 05,64586.00
4506,Mês 05,75048.86
4507,Mês 05,53701.23
4508,Mês 05,76969.94
4509,Mês 05,80300.46
4510,Mês 05,85408.19
4511,Mês 05,56382.40
4512,Mês 05,71235.37
4513,Mês 05,97159.62
4514,Mês 05,72366.93
4515,Mês 05,76902.36
4516,Mês 05,74767.17
4517,Mês 05,90363.06
4518,Mês 05,77234.63
4519,Mês 05,92044.15
4520,Mês 05,71561.70
4521,Mês 05,81061.38
4522,Mês 05,86753.01
4523,Mês 05,71042.93
4524,Mês 05,81232.44
4525,Mês 05,80738.04
4526,Mês 05,73391.89
4527,Mês 05,73262.50
4528,Mês 05,85429.79
4529,Mês 05,99629.04
4530,Mês 05,100543.29
4531,Mês 05,83071.59
4532,Mês 05,87938.79
4533,Mês 05,75391.18
4534,Mês 05,85590.26
4535,Mês 05,97278.92
4536,Mês 05,75000.46
4537,Mês 05,102714.71
4538,Mês 05,74195.44
4539,Mês 05,86006.35
4540,Mês 05,77170.22
4541,Mês 05,58091.69
4542,Mês 05,66231.96
4543,Mês 05,77288.46
4544,Mês 05,64093.29
4545,Mês 05,81157.78
4546,Mês 05,99952.26
4547,Mês 05,79277.46
4548,Mês 05,66770.18
4549,Mês 05,100212.38
4550,Mês 05,79072.51
4551,Mês 05,85798.71
4552,Mês 05,76322.71
4553,Mês 05,81254.28
4554,Mês 05,83591.39
4555,Mês 05,75846.35
4556,Mês 05,86364.84
4557,Mês 05,77095.76
4558,Mês 05,84385.73
4559,Mês 05,77862.93
4560,Mês 05,75729.67
4561,Mês 05,76137.00
4562,Mês 05,93657.00
4563,Mês 05,92651.61
4564,Mês 05,78479.04
4565,Mês 05,74129.53
4566,Mês 05,83846.76
4567,Mês 05,74147.84
4568,Mês 05,80875.47
4569,Mês 05,89037.69
4570,Mês 05,77804.08
4571,Mês 05,82169.09
4572,Mês 05,62556.27
4573,Mês 05,86320.94
4574,Mês 05,81266.81
4575,Mês 05,70941.35
4576,Mês 05,63392.12
4577,Mês 05,83530.66
4578,Mês 05,70768.40
4579,Mês 05,89682.76
4580,Mês 05,93231.78
4581,Mês 05,79957.19
4582,Mês 05,90426.48
4583,Mês 05,75525.86
4584,Mês 05,84997.35
4585,Mês 05,98615.62
4586,Mês 05,86094.50
4587,Mês 05,67792.20
4588,Mês 05,79712.48
4589,Mês 05,88844.60
4590,Mês 05,78881.30
4591,Mês 05,88422.82
4592,Mês 05,60899.48
4593,Mês 05,85737.97
4594,Mês 05,63408.17
4595,Mês 05,75986.15
4596,Mês 05,79516.93
4597,Mês 05,100413.34
4598,Mês 05,80037.77
4599,Mês 05,68797.63
4600,Mês 05,89928.68
4601,Mês 05,73386.97
4602,Mês 05,102996.04
4603,Mês 05,73113.20
4604,Mês 05,77104.75
4605,Mês 05,60527.91
4606,Mês 05,66727.70
4607,Mês 05,67336.61
4608,Mês 05,78432.22
4609,Mês 05,90780.84
4610,Mês 05,70232.94
4611,Mês 05,70862.84
4612,Mês 05,74876.46
4613,Mês 05,72688.14
4614,Mês 05,64748.53
4615,Mês 05,95240.21
4616,Mês 05,92191.68
4617,Mês 05,68759.93
4618,Mês 05,90199.03
4619,Mês 05,83958.26
4620,Mês 05,87276.40
4621,Mês 05,82695.90
4622,Mês 05,90409.76
4623,Mês 05,101940.34
4624,Mês 05,84673.12
4625,Mês 05,96259.85
4626,Mês 05,76983.01
4627,Mês 05,84188.57
4628,Mês 05,60700.65
4629,Mês 05,74394.26
4630,Mês 05,94486.65
4631,Mês 05,66364.02
4632,Mês 05,82248.85
4633,Mês 05,91742.13
4634,Mês 05,95833.03
4635,Mês 05,78992.43
4636,Mês 05,98047.16
4637,Mês 05,77890.26
4638,Mês 05,77359.66
4639,Mês 05,79925.84
4640,Mês 05,80902.22
4641,Mês 05,86425.02
4642,Mês 05,72853.48
4643,Mês 05,88020.43
4644,Mês 05,76957.38
4645,Mês 05,65814.64
4646,Mês 05,82075.70
4647,Mês 05,61734.15
4648,Mês 05,81013.98
4649,Mês 05,61496.00
4650,Mês 05,89388.64
4651,Mês 05,81821.60
4652,Mês 05,73074.93
4653,Mês 05,82977.06
4654,Mês 05,75281.23
4655,Mês 05,84865.14
4656,Mês 05,92135.42
4657,Mês 05,58377.16
4658,Mês 05,104139.27
4659,Mês 05,82000.59
4660,Mês 05,78644.00
4661,Mês 05,73888.68
4662,Mês 05,78860.32
4663,Mês 05,81096.86
4664,Mês 05,83522.00
4665,Mês 05,77304.38
4666,Mês 05,78208.92
4667,Mês 05,94367.56
4668,Mês 05,84499.79
4669,Mês 05,67836.92
4670,Mês 05,74275.68
4671,Mês 05,79114.88
4672,Mês 05,67906.97
4673,Mês 05,80683.05
4674,Mês 05,57567.31
4675,Mês 05,70326.71
4676,Mês 05,87239.18
4677,Mês 05,71730.04
4678,Mês 05,80247.58
4679,Mês 05,70132.94
4680,Mês 05,56260.31
4681,Mês 05,85703.08
4682,Mês 05,70137.18
4683,Mês 05,68223.83
4684,Mês 05,93278.00
4685,Mês 05,77995.92
4686,Mês 05,72853.39
4687,Mês 05,71038.70
4688,Mês 05,81375.91
4689,Mês 05,99496.98
4690,Mês 05,82940.74
4691,Mês 05,83279.70
4692,Mês 05,70263.95
4693,Mês 05,87931.71
4694,Mês 05,89140.83
4695,Mês 05,73576.40
4696,Mês 05,87937.14
4697,Mês 05,74471.36
4698,Mês 05,102739.64
4699,Mês 05,98723.71
4700,Mês 05,83085.01
4701,Mês 05,87604.17
4702,Mês 05,70803.62
4703,Mês 05,87535.76
4704,Mês 05,95188.53
4705,Mês 05,77482.14
4706,Mês 05,74181.17
4707,Mês 05,101272.99
4708,Mês 05,82804.13
4709,Mês 05,65921.32
4710,Mês 05,94998.18
4711,Mês 05,80648.18
4712,Mês 05,79516.01
4713,Mês 05,83479.69
4714,Mês 05,68942.71
4715,Mês 05,83488.12
4716,Mês 05,83422.60
4717,Mês 05,90894.92
4718,Mês 05,80124.81
4719,Mês 05,50657.10
4720,Mês 05,86911.02
4721,Mês 05,82894.66
4722,Mês 05,85803.94
4723,Mês 05,88982.78
4724,Mês 05,71781.35
4725,Mês 05,73860.08
4726,Mês 05,63566.96
4727,Mês 05,85117.14
4728,Mês 05,77049.04
4729,Mês 05,86531.53
4730,Mês 05,84052.01
4731,Mês 05,75898.02
4732,Mês 05,88744.88
4733,Mês 05,82747.18
4734,Mês 05,75559.40
4735,Mês 05,86695.62
4736,Mês 05,67328.31
4737,Mês 05,96284.25
4738,Mês 05,74719.74
4739,Mês 05,75605.36
4740,Mês 05,66010.50
4741,Mês 05,76824.37
4742,Mês 05,70497.55
4743,Mês 05,85282.57
4744,Mês 05,84417.56
4745,Mês 05,71107.68
4746,Mês 05,73351.17
4747,Mês 05,85487.60
4748,Mês 05,70347.78
4749,Mês 05,46720.05
4750,Mês 05,73796.43
4751,Mês 05,75075.79
4752,Mês 05,84347.03
4753,Mês 05,68813.38
4754,Mês 05,81876.99
4755,Mês 05,75232.66
4756,Mês 05,90130.04
4757,Mês 05,88569.25
4758,Mês 05,75085.86
4759,Mês 05,80876.76
4760,Mês 05,67840.78
4761,Mês 05,78913.75
4762,Mês 05,89906.44
4763,Mês 05,73921.26
4764,Mês 05,114715.49
4765,Mês 05,79463.34
4766,Mês 05,65836.46
4767,Mês 05,83938.62
4768,Mês 05,76207.11
4769,Mês 05,69794.46
4770,Mês 05,91708.44
4771,Mês 05,82489.40
4772,Mês 05,79990.68
4773,Mês 05,53206.43
4774,Mês 05,63640.01
4775,Mês 05,75596.43
4776,Mês 05,83825.13
4777,Mês 05,80875.03
4778,Mês 05,87869.50
4779,Mês 05,71199.06
4780,Mês 05,59447.54
4781,Mês 05,86408.91
4782,Mês 05,80037.21
4783,Mês 05,80260.43
4784,Mês 05,72806.59
4785,Mês 05,74815.98
4786,Mês 05,87666.63
4787,Mês 05,80677.51
4788,Mês 05,76913.02
4789,Mês 05,88673.89
4790,Mês 05,57886.17
4791,Mês 05,88530.59
4792,Mês 05,78515.99
4793,Mês 05,94020.57
4794,Mês 05,89132.03
4795,Mês 05,87445.42
4796,Mês 05,68821.42
4797,Mês 05,88960.21
4798,Mês 05,54869.63
4799,Mês 05,68666.57
4800,Mês 05,75843.44
4801,Mês 05,74644.27
4802,Mês 05,83692.07
4803,Mês 05,86424.74
4804,Mês 05,71769.60
4805,Mês 05,76926.50
4806,Mês 05,81349.20
4807,Mês 05,80093.97
4808,Mês 05,87633.58
4809,Mês 05,81537.26
4810,Mês 05,87256.07
4811,Mês 05,85569.19
4812,Mês 05,60534.07
4813,Mês 05,88134.11
4814,Mês 05,79043.53
4815,Mês 05,81177.14
4816,Mês 05,73983.02
4817,Mês 05,84091.45
4818,Mês 05,78985.70
4819,Mês 05,68762.46
4820,Mês 05,75438.37
4821,Mês 05,67593.32
4822,Mês 05,98074.49
4823,Mês 05,83800.48
4824,Mês 05,85290.85
4825,Mês 05,67023.27
4826,Mês 05,76087.24
4827,Mês 05,68982.64
4828,Mês 05,79868.05
4829,Mês 05,95885.63
4830,Mês 05,76851.56
4831,Mês 05,75119.70
4832,Mês 05,60813.96
4833,Mês 05,86976.49
4834,Mês 05,81480.25
4835,Mês 05,71397.50
4836,Mês 05,93657.39
4837,Mês 05,73237.89
4838,Mês 05,76773.28
4839,Mês 05,73570.29
4840,Mês 05,79504.65
4841,Mês 05,77678.87
4842,Mês 05,70204.88
4843,Mês 05,95750.02
4844,Mês 05,81416.08
4845,Mês 05,92201.30
4846,Mês 05,71632.57
4847,Mês 05,91731.25
4848,Mês 05,75959.70
4849,Mês 05,87358.32
4850,Mês 05,59809.48
4851,Mês 05,75002.77
4852,Mês 05,81749.66
4853,Mês 05,79424.14
4854,Mês 05,78815.35
4855,Mês 05,98390.41
4856,Mês 05,82343.13
4857,Mês 05,77743.60
4858,Mês 05,56984.15
4859,Mês 05,78487.73
4860,Mês 05,76359.07
4861,Mês 05,69313.97
4862,Mês 05,95184.25
4863,Mês 05,76435.71
4864,Mês 05,65284.21
4865,Mês 05,72351.53
4866,Mês 05,70582.02
4867,Mês 05,79636.45
4868,Mês 05,80709.89
4869,Mês 05,90364.46
4870,Mês 05,78847.04
4871,Mês 05,60549.62
4872,Mês 05,73564.40
4873,Mês 05,80728.58
4874,Mês 05,85836.07
4875,Mês 05,76061.41
4876,Mês 05,73942.25
4877,Mês 05,84929.87
4878,Mês 05,98686.24
4879,Mês 05,69945.17
4880,Mês 05,88240.89
4881,Mês 05,75110.83
4882,Mês 05,104945.00
4883,Mês 05,74942.14
4884,Mês 05,75718.02
4885,Mês 05,76720.63
4886,Mês 05,91689.18
4887,Mês 05,74002.05
4888,Mês 05,79524.85
4889,Mês 05,77862.08
4890,Mês 05,78646.73
4891,Mês 05,92308.92
4892,Mês 05,65671.31
4893,Mês 05,71924.26
4894,Mês 05,94571.12
4895,Mês 05,79130.22
4896,Mês 05,65200.88
4897,Mês 05,71024.72
4898,Mês 05,79089.41
4899,Mês 05,62465.31
4900,Mês 05,75504.27
4901,Mês 05,82754.10
4902,Mês 05,79112.57
4903,Mês 05,84373.36
4904,Mês 05,70518.24
4905,Mês 05,84312.46
4906,Mês 05,76279.65
4907,Mês 05,54984.66
4908,Mês 05,82286.51
4909,Mês 05,78452.87
4910,Mês 05,73173.46
4911,Mês 05,82798.43
4912,Mês 05,87705.90
4913,Mês 05,72717.98
4914,Mês 05,90188.81
4915,Mês 05,83189.41
4916,Mês 05,83873.20
4917,Mês 05,74233.19
4918,Mês 05,78087.18
4919,Mês 05,88465.11
4920,Mês 05,92396.41
4921,Mês 05,78097.28
4922,Mês 05,83227.77
4923,Mês 05,78834.12
4924,Mês 05,84416.94
4925,Mês 05,71150.46
4926,Mês 05,90691.58
4927,Mês 05,62191.63
4928,Mês 05,66547.65
4929,Mês 05,78174.56
4930,Mês 05,92819.80
4931,Mês 05,96828.92
4932,Mês 05,97443.15
4933,Mês 05,97898.18
4934,Mês 05,52345.52
4935,Mês 05,66695.06
4936,Mês 05,72280.36
4937,Mês 05,76953.79
4938,Mês 05,73393.43
4939,Mês 05,80500.20
4940,Mês 05,99298.16
4941,Mês 05,78463.13
4942,Mês 05,86024.44
4943,Mês 05,75629.59
4944,Mês 05,72563.24
4945,Mês 05,76139.68
4946,Mês 05,92703.47
4947,Mês 05,94657.54
4948,Mês 05,88044.88
4949,Mês 05,74712.78
4950,Mês 05,86133.48
4951,Mês 05,87183.27
4952,Mês 05,57088.72
4953,Mês 05,67775.44
4954,Mês 05,67438.75
4955,Mês 05,81101.55
4956,Mês 05,87334.57
4957,Mês 05,96368.09
4958,Mês 05,71013.07
4959,Mês 05,82074.02
4960,Mês 05,51824.44
4961,Mês 05,63150.45
4962,Mês 05,77594.54
4963,Mês 05,75519.62
4964,Mês 05,65794.79
4965,Mês 05,91035.50
4966,Mês 05,81523.03
4967,Mês 05,80217.82
4968,Mês 05,77836.13
4969,Mês 05,77865.39
4970,Mês 05,83519.74
4971,Mês 05,83512.67
4972,Mês 05,79172.65
4973,Mês 05,80661.07
4974,Mês 05,77019.00
4975,Mês 05,88332.65
4976,Mês 05,81329.33
4977,Mês 05,84971.25
4978,Mês 05,61163.65
4979,Mês 05,64856.24
4980,Mês 05,94089.82
4981,Mês 05,68701.47
4982,Mês 05,85792.23
4983,Mês 05,90406.80
4984,Mês 05,79853.53
4985,Mês 05,76397.98
4986,Mês 05,71625.68
4987,Mês 05,77229.97
4988,Mês 05,75659.66
4989,Mês 05,88240.36
4990,Mês 05,90795.60
4991,Mês 05,92977.41
4992,Mês 05,86768.46
4993,Mês 05,79922.56
4994,Mês 05,77469.86
4995,Mês 05,81286.18
4996,Mês 05,89231.89
4997,Mês 05,82537.54
4998,Mês 05,76958.40
4999,Mês 05,74028.82
5000,Mês 05,71844.73
5001,Mês 05,78137.80
5002,Mês 05,81467.91
5003,Mês 05,74603.92
5004,Mês 05,88357.10
5005,Mês 05,95623.04
5006,Mês 05,82302.59
5007,Mês 05,88146.15
5008,Mês 05,66085.95
5009,Mês 05,80921.10
5010,Mês 05,71125.88
5011,Mês 05,82974.81
5012,Mês 05,86935.61
5013,Mês 05,84075.08
5014,Mês 05,62300.02
5015,Mês 05,75679.71
5016,Mês 05,84882.50
5017,Mês 05,64596.50
5018,Mês 05,80643.57
5019,Mês 05,81929.54
5020,Mês 05,53136.80
5021,Mês 05,86193.94
5022,Mês 05,80187.74
5023,Mês 05,90753.29
5024,Mês 05,69151.64
5025,Mês 05,105106.07
5026,Mês 05,76683.35
5027,Mês 05,78548.59
5028,Mês 05,95090.99
5029,Mês 05,89794.66
5030,Mês 05,79838.17
5031,Mês 05,73033.68
5032,Mês 05,86377.33
5033,Mês 05,90927.53
5034,Mês 05,84713.14
5035,Mês 05,75753.13
5036,Mês 05,90822.74
5037,Mês 05,75250.93
5038,Mês 05,93637.05
5039,Mês 05,87277.99
5040,Mês 05,77508.93
5041,Mês 05,78432.16
5042,Mês 05,88558.37
5043,Mês 05,92195.19
5044,Mês 05,71009.24
5045,Mês 05,67265.47
5046,Mês 05,92574.29
5047,Mês 05,88827.71
5048,Mês 05,86348.36
5049,Mês 05,97528.03
5050,Mês 05,85319.10
5051,Mês 05,78340.44
5052,Mês 05,60869.22
5053,Mês 05,70981.24
5054,Mês 05,70577.62
5055,Mês 05,81722.77
5056,Mês 05,86424.49
5057,Mês 05,84276.91
5058,Mês 05,72970.71
5059,Mês 05,59023.06
5060,Mês 05,73588.24
5061,Mês 05,67926.82
5062,Mês 05,68016.15
5063,Mês 05,90931.72
5064,Mês 05,81125.14
5065,Mês 05,59699.58
5066,Mês 05,87562.88
5067,Mês 05,89366.28
5068,Mês 05,85128.69
5069,Mês 05,89847.19
5070,Mês 05,76626.54
5071,Mês 05,86193.71
5072,Mês 05,70991.71
5073,Mês 05,89402.70
5074,Mês 05,88901.53
5075,Mês 05,95422.18
5076,Mês 05,78308.45
5077,Mês 05,82428.76
5078,Mês 05,83999.02
5079,Mês 05,73472.03
5080,Mês 05,82893.45
5081,Mês 05,82418.06
5082,Mês 05,89876.48
5083,Mês 05,69471.55
5084,Mês 05,67739.13
5085,Mês 05,72863.56
5086,Mês 05,88954.15
5087,Mês 05,68122.28
5088,Mês 05,94916.16
5089,Mês 05,70946.01
5090,Mês 05,68569.98
5091,Mês 05,65584.78
5092,Mês 05,85483.44
5093,Mês 05,75305.95
5094,Mês 05,67335.74
5095,Mês 05,71609.85
5096,Mês 05,87044.15
5097,Mês 05,76947.19
5098,Mês 05,81930.79
5099,Mês 05,71092.26
5100,Mês 05,93170.14
5101,Mês 05,78225.11
5102,Mês 05,95977.16
5103,Mês 05,68011.42
5104,Mês 05,75015.12
5105,Mês 05,59188.19
5106,Mês 05,77600.54
5107,Mês 05,85581.10
5108,Mês 05,88097.84
5109,Mês 05,74896.81
5110,Mês 05,101210.39
5111,Mês 05,80576.57
5112,Mês 05,88430.82
5113,Mês 05,86139.56
5114,Mês 05,70677.40
5115,Mês 05,78300.64
5116,Mês 05,73326.87
5117,Mês 05,83249.25
5118,Mês 05,74588.36
5119,Mês 05,68335.53
5120,Mês 05,75886.06
5121,Mês 05,88964.47
5122,Mês 05,75539.75
5123,Mês 05,71596.31
5124,Mês 05,70545.75
5125,Mês 05,75892.24
5126,Mês 05,71641.62
5127,Mês 05,64926.27
5128,Mês 05,77588.75
5129,Mês 05,88313.43
5130,Mês 05,66593.70
5131,Mês 05,77540.21
5132,Mês 05,96768.60
5133,Mês 05,78797.35
5134,Mês 05,81010.21
5135,Mês 05,67710.20
5136,Mês 05,83437.79
5137,Mês 05,80933.55
5138,Mês 05,72109.40
5139,Mês 05,79323.52
5140,Mês 05,70643.30
5141,Mês 05,73088.89
5142,Mês 05,71576.82
5143,Mês 05,91297.71
5144,Mês 05,89204.02
5145,Mês 05,80178.25
5146,Mês 05,86555.15
5147,Mês 05,87715.48
5148,Mês 05,93645.33
5149,Mês 05,71236.14
5150,Mês 05,63124.07
5151,Mês 05,81615.25
5152,Mês 05,92766.45
5153,Mês 05,72933.34
5154,Mês 05,68992.23
5155,Mês 05,80868.92
5156,Mês 05,77766.58
5157,Mês 05,86773.24
5158,Mês 05,84581.43
5159,Mês 05,85422.88
5160,Mês 05,82762.75
5161,Mês 05,66175.65
5162,Mês 05,81872.88
5163,Mês 05,84661.24
5164,Mês 05,78731.64
5165,Mês 05,83022.48
5166,Mês 05,91195.95
5167,Mês 05,67716.76
5168,Mês 05,93153.26
5169,Mês 05,93829.91
5170,Mês 05,83203.83
